Date,Race,Name,Weight,Age,Days off,Number of Wins,Power Rating,Average Class Rating,Average Speed,Won,Won SVM,Won XGBoost,Won GaussianNB
2020-06-27,11,stunning sky,118,3,55,1,89.5,89,85,0,0,0,0
2020-06-27,11,in good spirits,118,3,34,2,97.8,87,82,0,0,0,0
2020-06-27,11,crystal cliffs (fr),118,3,26,1,94.9,90,97,0,0,0,0
2020-06-27,11,micheline,118,3,55,3,89.3,88,78,0,0,0,0
2020-06-27,11,edgee angel,118,3,40,0,75.3,80,66,0,0,0,0
2020-06-27,11,wexx,118,3,33,1,90.9,87,82,0,0,0,0
2020-06-27,11,eve of war,118,3,34,1,95.6,91,89,0,0,0,0
2020-05-31,2,crush it,118,5,78,2,84.5,94,86,0,0,0,0
2020-05-31,2,united stand,118,7,92,1,66.7,99,68,0,0,0,0
2020-05-31,2,all hansens ondeck,118,6,81,3,79.4,89,75,0,0,0,0
2020-05-31,2,ransack,118,7,141,0,86.8,96,74,0,0,0,0
2020-05-31,3,pete marwick,118,5,17,0,79.5,94,77,0,0,0,0
2020-05-31,3,yes i see,120,9,41,4,88.3,99,88,0,0,0,0
2020-05-31,3,alittlevodka,118,7,85,0,68.4,92,70,0,0,0,0
2020-05-31,3,star dog,118,8,98,7,62.5,86,69,0,0,0,0
2020-05-31,3,mr d's way,118,6,161,2,64.2,87,75,0,0,0,0
2020-05-31,3,fred's country boy,123,4,18,5,80.3,81,74,0,0,0,0
2020-05-31,3,new year's luck,118,4,51,1,60.9,85,71,0,0,0,0
2020-05-31,3,carmelo,118,6,35,3,76.4,91,81,0,0,0,0
2020-05-31,3,junket,118,6,78,3,72.5,92,79,0,0,0,0
2020-05-31,3,rocko's wheel,118,8,37,5,73.4,99,78,0,0,0,0
2020-05-31,3,lemon blitz,118,5,98,1,76.1,91,85,0,0,0,0
2020-05-31,4,new day dawning,118,3,36,0,68.7,86,69,0,0,0,0
2020-05-31,4,maggie's monarch,118,3,113,1,57.3,74,58,0,0,0,0
2020-05-31,4,dixie mo,118,3,115,0,60.0,76,59,0,0,0,0
2020-05-31,4,seahawk lisa,118,3,28,0,70.6,87,72,0,0,0,0
2020-05-31,4,swanage,118,3,77,1,76.3,85,74,0,0,0,0
2020-05-31,4,go stormin girl,118,3,86,0,59.4,76,54,0,0,0,0
2020-05-31,4,omnia,118,3,30,1,80.9,87,74,0,0,0,0
2020-05-31,4,ginseng,118,3,76,1,96.7,85,84,0,0,0,0
2020-05-31,4,hey kitten,118,3,62,1,88.0,84,79,0,0,0,0
2020-05-31,5,plea,118,3,84,0,51.7,82,60,0,0,0,0
2020-05-31,5,portofina,118,3,28,0,66.1,87,57,0,0,0,0
2020-05-31,5,curls and bows,118,3,77,0,63.5,86,57,0,0,0,0
2020-05-31,5,new hope road,125,4,58,0,88.3,89,81,0,0,0,0
2020-05-31,5,free,118,3,84,0,70.5,75,70,0,0,0,0
2020-05-31,5,glamour girl,118,3,76,0,82.3,84,73,0,0,0,0
2020-05-31,5,jeweled princess,118,3,48,0,84.2,87,75,0,0,0,0
2020-06-13,1,dauer,120,2,14,0,54.6,87,39,0,0,0,0
2020-06-13,1,el casadora,120,2,14,0,54.6,87,38,0,0,0,0
2020-06-13,1,mr. pickles,120,2,18,0,63.7,74,59,0,0,0,0
2020-06-13,2,cook memories,118,5,42,2,69.5,80,70,0,0,0,0
2020-06-13,2,catty krys,118,6,19,7,70.1,80,70,0,0,0,0
2020-06-13,2,urban kat,118,4,15,2,63.7,88,69,0,0,0,0
2020-06-13,2,silvertail,118,4,113,2,33.3,68,40,0,0,0,0
2020-06-13,2,grats road,118,5,15,3,64.8,83,69,0,0,0,0
2020-06-13,2,colorincolonel,118,6,13,7,53.8,83,69,0,0,0,0
2020-06-13,2,molly's game,118,5,19,2,69.4,81,66,0,0,0,0
2020-06-13,2,fun paddy,118,4,13,2,65.9,88,76,0,0,0,0
2020-06-13,3,gianna's gift,123,5,19,1,63.4,82,65,0,0,0,0
2020-06-13,3,she wants more,123,4,104,2,59.5,67,55,0,0,0,0
2020-06-13,3,all fact,123,4,19,2,66.3,78,64,0,0,0,0
2020-06-13,3,isabelle's joy,123,4,19,1,73.3,79,70,0,0,0,0
2020-06-13,3,french rose,118,3,8,2,76.7,84,70,0,0,0,0
2020-06-13,3,heaven escape,123,5,85,1,73.4,84,75,0,0,0,0
2020-06-13,4,skyhawk,124,5,342,0,57.5,83,71,0,0,0,0
2020-06-13,4,sail on ellen,118,3,116,0,86.2,81,78,0,0,0,0
2020-06-13,4,purrfectly claire,118,3,260,0,56.9,84,74,0,0,0,0
2020-06-13,4,lustica,118,3,27,0,48.0,85,57,0,0,0,0
2020-06-13,4,congratulated,118,3,62,0,95.1,90,78,0,0,0,0
2020-06-13,4,jim's bronze star,118,3,90,0,76.3,77,72,0,0,0,0
2020-06-13,4,flatoya,118,3,195,0,60.3,80,75,0,0,0,0
2020-06-13,4,media mendacity,118,3,92,0,61.6,85,48,0,0,0,0
2020-06-13,5,necker island,118,3,20,1,81.4,95,89,0,0,0,0
2020-06-13,5,john's rock,118,3,99,1,82.9,80,76,0,0,0,0
2020-06-13,5,shared sense,118,3,20,2,90.1,94,87,0,0,0,0
2020-06-13,5,finnick the fierce,118,3,41,1,104.0,92,85,0,0,0,0
2020-06-13,6,tut's revenge,123,4,21,2,86.2,99,86,0,0,0,0
2020-06-13,6,tiz mischief,123,5,13,0,86.6,106,82,0,0,0,0
2020-06-13,6,runnin' ray,125,4,21,0,77.7,89,83,0,0,0,0
2020-06-13,6,make noise,123,5,49,1,88.5,96,83,0,0,0,0
2020-06-13,6,twelfth labour,123,4,13,1,86.8,100,91,0,0,0,0
2020-06-13,6,chasin charlie,123,7,85,0,92.4,94,84,0,0,0,0
2020-06-13,6,pyron,123,4,21,2,77.2,101,92,0,0,0,0
2020-06-13,7,degrom,118,6,42,9,92.3,102,95,0,0,0,1
2020-06-13,7,full of run,120,5,13,4,90.8,97,86,0,0,0,0
2020-06-13,7,hardly a secret,118,6,21,9,89.5,100,84,0,0,0,1
2020-06-13,7,popular kid,118,6,41,9,97.4,104,93,0,0,0,1
2020-06-13,7,eskenforit,118,4,41,2,76.5,96,73,0,0,0,0
2020-06-13,7,december seven,118,7,196,4,78.0,105,90,0,0,0,0
2020-06-13,7,eisenstaedt,118,5,55,3,87.2,101,89,0,0,0,0
2020-06-13,7,rare form,118,5,14,2,99.2,108,92,0,0,0,0
2020-06-13,8,dixieincandyland,121,4,13,2,94.9,89,75,0,0,0,0
2020-06-13,8,even beat,121,5,13,2,95.6,94,86,0,0,0,0
2020-06-13,8,queen of shades,116,3,117,2,79.9,82,78,0,0,0,0
2020-06-13,8,she's all skeet,121,5,104,3,90.6,101,90,0,0,0,0
2020-06-13,8,lady worthington,121,4,105,1,89.2,90,80,0,0,0,0
2020-06-13,8,reenie d,121,4,22,2,95.6,90,85,0,0,0,0
2020-06-13,8,v j's bet,121,5,22,0,81.2,98,87,0,0,0,0
2020-06-13,8,hidden facts,121,4,13,2,97.2,97,88,0,0,0,0
2020-06-13,8,more,121,4,22,0,97.3,89,83,0,0,0,0
2020-06-13,8,bayerly seen,116,3,109,2,72.6,82,69,0,0,0,0
2020-06-13,8,royal priority,116,3,84,1,74.2,76,57,0,0,0,0
2020-06-13,8,holiday time,121,5,155,2,84.6,84,78,0,0,0,0
2020-06-13,9,major attraction,124,4,41,0,85.6,85,82,0,0,0,0
2020-06-13,9,fast cash,118,3,42,0,67.9,89,72,0,0,0,0
2020-06-13,9,the drake,118,3,281,0,65.2,83,64,0,0,0,0
2020-06-13,9,can imagine,118,3,27,0,79.6,78,69,0,0,0,0
2020-06-13,9,bucky,118,3,91,0,63.5,85,56,0,0,0,0
2020-06-13,9,my name is phred,118,3,20,0,77.4,87,74,0,0,0,0
2020-06-13,9,shanghai's dream,118,3,49,0,76.8,84,71,0,0,0,0
2020-06-13,9,company clown,118,3,92,0,79.0,86,74,0,0,0,0
2020-06-13,9,bubba caballo,118,3,20,0,79.5,87,78,0,0,0,0
2020-06-13,10,miss t too,118,3,27,0,89.5,87,79,0,0,0,0
2020-06-13,10,she can't sing,118,3,21,0,99.5,88,82,0,0,0,0
2020-06-13,10,shadilee,118,3,21,1,78.5,83,67,0,0,0,0
2020-06-13,10,compelling smile,118,3,26,2,81.0,82,73,0,0,0,0
2020-06-13,10,four grands,118,3,19,1,79.9,87,76,0,0,0,0
2020-06-13,10,brittle and yoo,120,3,13,1,81.8,82,79,0,0,0,0
2020-06-13,10,figure of speech,118,3,285,1,69.9,86,75,0,0,0,0
2020-06-13,10,banker's candy,118,3,47,1,64.6,83,59,0,0,0,0
2020-06-13,10,spitefulness,118,3,21,1,88.2,84,59,0,0,0,0
2020-06-13,10,scolding,122,3,41,1,93.1,87,90,0,0,0,0
2020-06-13,10,joysome,118,3,27,1,66.9,81,72,0,0,0,0
2020-06-13,10,recoded,118,3,21,1,85.8,85,70,0,0,0,0
2020-06-13,10,remanded,118,3,117,1,81.9,85,84,0,0,0,0
2020-06-13,11,perfect tapatino (fr),120,6,222,5,85.1,98,90,0,0,0,0
2020-06-13,11,fearsome (gb),120,6,180,2,108.7,104,102,0,0,0,0
2020-06-13,11,ry's the guy,120,4,50,1,110.4,101,97,0,0,0,0
2020-06-13,11,sky promise,120,5,41,1,99.7,107,98,0,0,0,0
2020-06-13,11,apreciado,120,6,139,4,112.9,99,95,0,0,0,0
2020-06-13,11,he's no lemon,120,4,265,3,85.6,96,92,0,0,0,0
2020-06-13,11,arklow,124,6,139,6,102.2,116,110,0,0,0,0
2020-06-13,11,tiz a slam,124,6,202,5,104.7,113,107,0,0,0,0
2020-06-13,11,lombo,120,5,41,0,78.5,108,95,0,0,0,0
2020-06-13,11,jais's solitude,120,4,22,2,101.4,100,91,0,0,0,0
2020-06-13,11,golden dragon,120,5,89,2,98.4,103,92,0,0,0,0
2020-06-13,8,dixieincandyland,121,4,13,2,94.9,89,75,0,0,0,0
2020-06-13,8,even beat,121,5,13,2,95.6,94,86,0,0,0,0
2020-06-13,8,queen of shades,116,3,117,2,79.9,82,78,0,0,0,0
2020-06-13,8,she's all skeet,121,5,104,3,90.6,101,90,0,0,0,0
2020-06-13,8,lady worthington,121,4,105,1,89.2,90,80,0,0,0,0
2020-06-13,8,reenie d,121,4,22,2,95.6,90,85,0,0,0,0
2020-06-13,8,v j's bet,121,5,22,0,81.2,98,87,0,0,0,0
2020-06-13,8,hidden facts,121,4,13,2,97.2,97,88,0,0,0,0
2020-06-13,8,more,121,4,22,0,97.3,89,83,0,0,0,0
2020-06-13,8,bayerly seen,116,3,109,2,72.6,82,69,0,0,0,0
2020-06-13,8,royal priority,116,3,84,1,74.2,76,57,0,0,0,0
2020-06-13,8,holiday time,121,5,155,2,84.6,84,78,0,0,0,0
2020-06-13,10,miss t too,118,3,27,0,89.5,87,79,0,0,0,0
2020-06-13,10,she can't sing,118,3,21,0,99.5,88,82,0,0,0,0
2020-06-13,10,shadilee,118,3,21,1,78.5,83,67,0,0,0,0
2020-06-13,10,compelling smile,118,3,26,2,81.0,82,73,0,0,0,0
2020-06-13,10,four grands,118,3,19,1,79.9,87,76,0,0,0,0
2020-06-13,10,brittle and yoo,120,3,13,1,81.8,82,79,0,0,0,0
2020-06-13,10,figure of speech,118,3,285,1,69.9,86,75,0,0,0,0
2020-06-13,10,banker's candy,118,3,47,1,64.6,83,59,0,0,0,0
2020-06-13,10,spitefulness,118,3,21,1,88.2,84,59,0,0,0,0
2020-06-13,10,scolding,122,3,41,1,93.1,87,90,0,0,0,0
2020-06-13,10,joysome,118,3,27,1,66.9,81,72,0,0,0,0
2020-06-13,10,recoded,118,3,21,1,85.8,85,70,0,0,0,0
2020-06-13,10,remanded,118,3,117,1,81.9,85,84,0,0,0,0
2020-06-13,11,perfect tapatino (fr),120,6,222,5,85.1,98,90,0,0,0,0
2020-06-13,11,fearsome (gb),120,6,180,2,108.7,104,102,0,0,0,0
2020-06-13,11,ry's the guy,120,4,50,1,110.4,101,97,0,0,0,0
2020-06-13,11,sky promise,120,5,41,1,99.7,107,98,0,0,0,0
2020-06-13,11,apreciado,120,6,139,4,112.9,99,95,0,0,0,0
2020-06-13,11,he's no lemon,120,4,265,3,85.6,96,92,0,0,0,0
2020-06-13,11,arklow,124,6,139,6,102.2,116,110,0,0,0,0
2020-06-13,11,tiz a slam,124,6,202,5,104.7,113,107,0,0,0,0
2020-06-13,11,lombo,120,5,41,0,78.5,108,95,0,0,0,0
2020-06-13,11,jais's solitude,120,4,22,2,101.4,100,91,0,0,0,0
2020-06-13,11,golden dragon,120,5,89,2,98.4,103,92,0,0,0,0
2020-06-18,1,love's tavito,120,2,20,0,45.6,83,29,0,0,0,0
2020-06-18,1,overdressed,120,2,18,0,75.0,81,70,0,0,0,0
2020-06-18,2,perfect beam,124,4,206,1,60.7,86,73,0,0,0,0
2020-06-18,2,shining through,124,4,68,1,76.3,100,89,0,0,0,0
2020-06-18,2,big beautiful wall,124,4,24,1,94.0,95,88,0,0,0,0
2020-06-18,2,one last strike,124,6,53,2,73.9,94,82,0,0,0,0
2020-06-18,2,candy store,124,4,31,0,81.7,91,85,0,0,0,0
2020-06-18,2,johny's bobby,124,4,12,0,61.7,89,77,0,0,0,0
2020-06-18,2,sun lover (gb),124,7,24,1,79.5,98,85,0,0,0,0
2020-06-18,2,frankincense,124,6,153,2,77.9,98,81,0,0,0,0
2020-06-18,2,war film,124,4,24,2,92.9,97,93,0,0,0,0
2020-06-18,2,light of the world,124,4,53,0,62.3,93,77,0,0,0,0
2020-06-18,2,believeinholidays,124,6,110,1,88.8,92,86,0,0,0,0
2020-06-18,2,jumper,124,4,169,2,71.5,92,80,0,0,0,0
2020-06-18,2,briar jumper,124,5,24,1,88.4,92,84,0,0,0,0
2020-06-18,3,union song,125,4,27,0,70.2,78,67,0,0,0,0
2020-06-18,3,ebony bay,118,3,74,0,44.1,79,51,0,0,0,0
2020-06-18,3,illusionista,118,3,69,0,56.5,70,47,0,0,0,0
2020-06-18,3,mesange,125,5,24,0,58.9,72,56,0,0,0,0
2020-06-18,3,a real gem,125,4,52,0,48.8,67,48,0,0,0,0
2020-06-18,3,joker lady,118,3,27,0,66.3,84,65,0,0,0,0
2020-06-18,4,wendy's fine wine,119,2,20,0,54.5,83,42,0,0,0,0
2020-06-18,4,mad maddy,119,2,27,0,84.2,83,81,0,0,0,0
2020-06-18,5,queenofcatniphill,118,3,31,1,60.6,82,58,0,0,0,0
2020-06-18,5,delachaise,124,4,20,1,60.5,79,72,0,0,0,0
2020-06-18,5,dixie moll,124,4,20,1,55.9,75,50,0,0,0,0
2020-06-18,5,fashion frame,118,3,98,1,66.8,76,58,0,0,0,0
2020-06-18,5,double oaked,124,6,20,0,65.9,78,63,0,0,0,0
2020-06-18,5,i saw her first,124,4,20,1,59.0,73,56,0,0,0,0
2020-06-18,6,flap jack,118,3,25,0,63.3,89,71,0,0,0,0
2020-06-18,6,bee catcher,118,3,82,1,73.9,87,79,0,0,0,0
2020-06-18,6,shackleford's joy,120,3,19,1,88.0,89,72,0,0,0,0
2020-06-18,6,strong tide,118,3,18,0,72.2,77,66,0,0,0,0
2020-06-18,6,mister not funny,118,3,89,0,60.9,79,65,0,0,0,0
2020-06-18,6,juggernaut,118,3,31,0,61.9,93,68,0,0,0,0
2020-06-18,6,letmeno,118,3,18,0,90.2,95,85,0,0,0,0
2020-06-18,6,social afleet,118,3,88,0,87.3,85,68,0,0,0,0
2020-06-18,6,acre,118,3,31,0,63.5,90,78,0,0,0,0
2020-06-18,6,lontano,118,3,95,0,93.2,88,86,0,0,0,0
2020-06-18,6,mr. quality,118,3,20,0,85.7,86,76,0,0,0,0
2020-06-18,7,jamming cameron,118,3,12,2,69.7,80,60,0,0,0,0
2020-06-18,7,our philly special,123,4,23,2,77.5,93,81,0,0,0,0
2020-06-18,7,botero,125,5,13,2,80.8,94,81,0,0,0,0
2020-06-18,7,self taught,118,3,19,2,71.3,88,70,0,0,0,0
2020-06-18,7,johnny cab,120,3,18,3,76.7,83,78,0,0,0,0
2020-06-18,7,creme de cerise,123,4,25,2,75.5,91,81,0,0,0,0
2020-06-18,7,mine my time,123,5,23,2,79.4,92,81,0,0,0,0
2020-06-18,7,his giant,123,4,27,2,86.5,90,82,0,0,0,0
2020-06-18,8,get the prize,123,4,25,1,89.2,94,94,0,0,0,0
2020-06-18,8,father g,123,4,169,1,79.1,88,89,0,0,0,0
2020-06-18,8,picasso,123,4,25,1,84.8,92,85,0,0,0,0
2020-06-18,8,wild popit,123,5,46,1,90.9,93,90,0,0,0,0
2020-06-18,8,don vito corleone,123,4,20,0,74.1,95,87,0,0,0,0
2020-06-18,8,hidden talent,123,4,110,0,68.2,97,79,0,0,0,0
2020-06-18,9,vanbrugh,122,5,271,0,72.6,101,94,0,0,0,0
2020-06-18,9,midnight tea time,122,5,123,2,103.2,106,98,0,0,0,0
2020-06-18,9,great wide open (ire),122,8,179,3,89.2,112,96,0,0,0,0
2020-06-18,9,golden dragon,122,5,4,2,100.8,104,95,0,0,0,0
2020-06-18,9,title ready,122,5,340,0,74.5,110,106,0,0,0,0
2020-06-18,9,dontblamerocket,122,6,88,7,107.3,108,100,0,0,0,0
2020-06-18,9,flying scotsman,122,4,95,3,101.2,108,91,0,0,0,0
2020-06-18,9,argentello (ire),122,5,113,3,80.2,109,88,0,0,0,0
2020-06-18,9,extrordinary jerry,122,5,25,1,85.7,105,99,0,0,0,0
2020-06-18,9,penalty,122,5,74,2,107.0,104,101,0,0,0,0
2020-06-18,9,cullum road,122,5,39,4,93.5,111,101,0,0,0,0
2020-06-18,9,sharp prospect,122,4,59,2,94.9,98,88,0,0,0,0
2020-05-30,7,sneaking out,120,4,34,4,96.7,97,93,0,0,0,0
2020-05-30,7,break even,120,4,41,6,120.0,98,97,0,0,0,0
2020-05-30,7,princess causeway,120,4,48,2,98.3,99,95,0,0,0,0
2020-05-30,7,unique factor,120,4,28,1,96.3,96,90,0,0,0,0
2020-05-30,7,take charge angel,120,4,92,3,94.7,97,80,0,0,0,0
2020-05-30,7,spiced perfection,122,5,125,8,91.3,106,99,0,0,0,1
2020-05-30,7,mia mischief,122,5,34,10,100.8,107,103,0,0,0,1
2020-05-30,7,lady suebee,120,5,34,2,85.6,103,91,0,0,0,0
2020-05-30,8,aztec empire,125,4,34,0,80.2,86,79,0,0,0,0
2020-05-30,8,tiz the journey,118,3,34,0,72.8,88,70,0,0,0,0
2020-05-30,8,mau mau,118,3,56,0,83.8,88,76,0,0,0,0
2020-05-30,8,dreams of yvonne,118,3,160,0,63.5,87,66,0,0,0,0
2020-05-30,8,bear alley,118,3,57,0,82.9,92,75,0,0,0,0
2020-05-30,8,oceanic,118,3,58,0,86.4,85,84,0,0,0,0
2020-05-30,8,ashiham,118,3,34,0,88.2,90,83,0,0,0,0
2020-05-30,8,mud pie,118,3,61,0,59.2,85,66,0,0,0,0
2020-05-30,8,militarist,118,3,117,0,80.5,97,75,0,0,0,0
2020-05-30,8,bakers bay,125,4,48,0,62.0,96,78,0,0,0,0
2020-05-30,8,mine that star,118,3,77,0,55.6,83,69,0,0,0,0
2020-05-30,8,barbaroni,118,3,98,0,81.3,86,71,0,0,0,0
2020-05-30,8,tonaltalitarian,118,3,27,0,80.4,94,78,0,0,0,0
2020-05-30,8,all about will,125,4,34,0,66.5,91,73,0,0,0,0
2020-05-30,9,queen of shades,116,3,103,2,79.9,82,78,0,0,0,0
2020-05-30,9,originator,121,5,21,2,81.6,98,85,0,0,0,0
2020-05-30,9,fame feather,121,5,71,5,84.4,99,86,0,0,0,0
2020-05-30,9,dance rhythms,121,5,90,4,90.9,94,86,0,0,0,0
2020-05-30,9,tia flor,121,7,71,0,61.6,92,63,0,0,0,0
2020-05-30,9,i'llhandalthecash,121,4,83,2,78.4,95,88,0,0,0,0
2020-05-30,9,bingwa,121,4,92,1,69.4,96,88,0,0,0,0
2020-05-30,9,unaquoi,121,6,174,7,95.0,98,88,0,0,0,0
2020-05-30,9,cardamon,121,4,55,0,80.4,89,87,0,0,0,0
2020-05-30,9,baroness vontrappe,121,5,209,1,76.0,94,84,0,0,0,0
2020-05-30,9,dixieincandyland,123,4,57,2,87.3,88,72,0,0,0,0
2020-05-30,9,even beat,121,5,162,2,79.4,93,85,0,0,0,0
2020-05-30,9,hidden facts,121,4,21,2,101.7,96,87,0,0,0,0
2020-05-30,9,she's all skeet,121,5,90,3,90.6,101,90,0,0,0,0
2020-05-30,9,holiday time,121,5,141,2,84.6,84,78,0,0,0,0
2020-05-30,9,vomba,121,4,90,0,88.3,91,86,0,0,0,0
2020-05-30,10,kaziranga,122,4,187,3,81.6,98,91,0,0,0,0
2020-05-30,10,seek the peak,122,4,134,2,96.0,95,87,0,0,0,0
2020-05-30,10,twelfth labour,122,4,64,1,88.8,99,93,0,0,0,0
2020-05-30,10,plus que parfait,122,4,62,2,93.4,105,95,0,0,0,0
2020-05-30,10,tiz mischief,122,5,392,2,72.3,107,86,0,0,0,0
2020-05-30,10,thirstforlife,122,6,40,6,81.9,111,89,0,0,0,0
2020-05-30,10,top seed,122,4,37,0,73.6,96,86,0,0,0,0
2020-05-30,10,full of run,122,5,36,4,92.5,96,88,0,0,0,0
2020-05-30,10,gun it,122,4,69,2,94.9,101,91,0,0,0,0
2020-05-30,10,lone rock,122,5,27,5,93.3,107,93,0,0,0,0
2020-05-30,11,juliet foxtrot (gb),120,5,180,3,117.8,108,107,0,0,0,0
2020-05-30,11,beau recall (ire),120,6,244,6,93.2,112,108,0,0,0,0
2020-05-30,11,winning envelope,120,4,69,3,97.4,99,95,0,0,0,0
2020-05-30,11,she'sonthewarpath,122,4,69,4,105.7,96,95,0,0,0,0
2020-05-30,11,la signare (fr),122,5,62,3,107.1,104,102,0,0,0,0
2020-05-30,11,nay lady nay (ire),120,4,182,3,93.7,92,89,0,0,0,0
2020-05-30,11,altea (fr),120,5,69,1,102.5,102,99,0,0,0,0
2020-05-30,11,varenka,120,4,230,3,72.2,95,88,0,0,0,0
2020-05-30,11,hanalei moon,120,5,83,3,94.5,106,99,0,0,0,0
2020-05-30,11,zofelle (ire),120,4,62,3,99.4,99,95,0,0,0,0
2020-05-30,11,coco channel,120,6,120,0,87.3,101,89,0,0,0,0
2020-05-30,11,elizabeth way (ire),122,4,62,2,94.7,99,93,0,0,0,0
2020-05-30,11,mitchell road,120,5,104,5,110.6,106,101,0,0,0,0
2020-05-30,1,extra effort,118,3,27,0,68.1,87,62,0,0,0,0
2020-05-30,1,hands up,124,4,76,0,66.9,83,70,0,0,0,0
2020-05-30,1,trapped n my mind,124,4,33,0,72.3,83,72,0,0,0,0
2020-05-30,1,dancewiththedevil,118,3,40,0,52.7,91,40,0,0,0,0
2020-05-30,1,saintsation,118,3,40,0,67.4,84,64,0,0,0,0
2020-05-30,1,our secret agent,118,3,83,0,83.5,84,74,0,0,0,0
2020-05-30,2,colorincolonel,118,6,72,7,60.4,82,70,0,0,0,0
2020-05-30,2,sun dress,118,5,110,3,71.8,84,71,0,0,0,0
2020-05-30,2,operatic,118,6,35,1,71.3,87,76,0,0,0,0
2020-05-30,2,fun paddy,118,4,26,2,70.0,90,77,0,0,0,0
2020-05-30,2,seeds of time,118,5,43,4,83.0,89,81,0,0,0,0
2020-05-30,2,absolute love,118,5,53,3,69.8,81,63,0,0,0,0
2020-05-30,2,mongolian humor,118,5,43,2,86.6,99,92,0,0,0,0
2020-05-30,3,mille fleurs,118,3,34,0,54.6,81,55,0,0,0,0
2020-05-30,3,tourist like me,118,3,51,0,61.6,80,58,0,0,0,0
2020-05-30,3,messina,118,3,48,0,75.0,81,75,0,0,0,0
2020-05-30,3,heavenly peace,118,3,51,0,75.7,84,75,0,0,0,0
2020-05-30,3,pau hana,118,3,26,0,82.0,87,79,0,0,0,0
2020-05-30,3,exceblades,118,3,241,0,51.1,65,53,0,0,0,0
2020-05-30,3,malibu marlee,118,3,29,0,63.4,86,69,0,0,0,0
2020-05-30,3,daddymademedoit,125,4,141,0,82.8,85,72,0,0,0,0
2020-05-30,3,fashion mo,118,3,26,0,75.9,87,72,0,0,0,0
2020-05-30,3,flying the colors,125,4,63,0,78.8,80,80,0,0,0,0
2020-05-30,3,queen medb (ire),125,4,279,0,70.9,87,79,0,0,0,0
2020-05-30,3,sharethegoodtimes,118,3,61,0,77.3,83,69,0,0,0,0
2020-05-30,3,talking book,118,3,40,0,79.2,84,81,0,0,0,0
2020-05-30,3,lipstikliesnlovers,118,3,30,0,77.6,86,75,0,0,0,0
2020-05-30,4,its my bag baby,118,3,50,1,77.1,82,75,0,0,0,0
2020-05-30,4,arch ability,120,3,13,1,75.2,83,68,0,0,0,0
2020-05-30,4,creekmore,118,3,68,1,70.5,85,70,0,0,0,0
2020-05-30,4,improbable story,118,3,106,3,60.4,65,55,0,0,0,0
2020-05-30,4,hidden promise,120,3,36,1,69.1,85,61,0,0,0,0
2020-05-30,5,magic mo,118,3,244,0,50.1,71,54,0,0,0,0
2020-05-30,5,dontneedaname,124,4,99,0,73.1,81,67,0,0,0,0
2020-05-30,5,time heist,118,3,50,0,71.8,86,68,0,0,0,0
2020-05-30,5,digital star,118,3,43,0,82.1,85,76,0,0,0,0
2020-05-30,5,jerry's got aces,124,4,40,0,62.1,80,68,0,0,0,0
2020-05-30,5,mr. class,124,4,299,0,51.5,82,52,0,0,0,0
2020-05-30,5,suspect,124,4,280,0,62.6,87,62,0,0,0,0
2020-05-30,5,forbetterorworse,124,4,411,0,68.7,91,81,0,0,0,0
2020-05-30,5,queen's mason,124,4,33,0,68.2,91,76,0,0,0,0
2020-05-30,6,prefect,118,3,40,1,98.6,87,69,0,0,0,0
2020-05-30,6,dack janiel's,118,3,40,0,82.3,90,74,0,0,0,0
2020-05-30,6,letmeno,118,3,40,0,105.6,95,86,0,0,0,0
2020-05-30,6,jurgen,118,3,70,1,90.7,98,90,0,0,0,0
2020-05-30,6,strong tide,118,3,48,0,57.6,75,63,0,0,0,0
2020-06-12,1,better angels,118,3,112,0,42.0,62,45,0,0,0,0
2020-06-12,1,champagne affair,118,3,18,0,67.8,78,66,0,0,0,0
2020-06-12,1,excelerita,118,3,98,0,51.9,72,42,0,0,0,0
2020-06-12,1,her giant,124,4,167,0,56.1,74,54,0,0,0,0
2020-06-12,2,little alex,119,2,20,0,81.8,87,77,0,0,0,0
2020-06-12,2,tiz a bit lucky,116,2,14,0,70.5,83,60,0,0,0,0
2020-06-12,2,baytown bear,119,2,6,0,67.9,88,52,0,0,0,0
2020-06-12,2,candy mover,119,2,20,0,65.9,87,58,0,0,0,0
2020-06-12,3,bulletin,121,4,13,3,86.1,107,92,0,0,0,0
2020-06-12,3,copper town,121,6,474,0,74.3,111,93,0,0,0,0
2020-06-12,3,tell your daddy,121,4,85,0,84.9,96,89,0,0,0,0
2020-06-12,3,elusive mischief,121,5,96,2,93.8,105,92,0,0,0,0
2020-06-12,3,smart remark,121,5,75,0,97.8,112,99,0,0,0,0
2020-06-12,3,fielder,121,6,96,2,98.8,107,98,0,0,0,0
2020-06-12,3,just might,121,4,117,2,108.7,97,93,0,0,0,0
2020-06-12,3,maniacal,121,7,76,3,93.6,101,90,0,0,0,0
2020-06-12,3,little kansas,121,5,196,0,64.4,91,84,0,0,0,0
2020-06-12,3,madison's luna,121,5,210,0,72.7,104,87,0,0,0,0
2020-06-12,4,martial eagle,124,4,20,1,79.2,89,76,0,0,0,0
2020-06-12,4,trashtalkinyankee,124,4,62,0,78.1,86,79,0,0,0,0
2020-06-12,4,galindo,124,4,20,1,80.3,94,83,0,0,0,0
2020-06-12,4,oro de tejano,124,4,20,1,83.4,88,84,0,0,0,0
2020-06-12,4,just like richie,124,5,14,1,68.0,91,62,0,0,0,0
